選手名,best_nine,年齢,年数,身長,体重,年俸(推定),打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,出塁率,長打率,OPS,NOI,GPA,IsoP,IsoD,RC,RC27,XR,XR27,BABIP,SecA,TA,本塁打率,三振率,四球率,PSN,BB/K,守備_内野手,守備_外野手,守備_投手,守備_捕手,投打_右両,投打_右右,投打_右左,投打_左右,投打_左左
赤松　真人,0,31.0,9.0,182.0,75.0,2800.0,0.204,85.0,60.0,54.0,16.0,11.0,2.0,0.0,0.0,13.0,3.0,12.0,4.0,4.0,0.0,1.0,0.0,1.0,9.0,0.0,0.23199999999999998,0.24100000000000002,0.473,0.312,0.165,0.037000000000000005,0.027999999999999997,3.53,1.87,3.72,1.97,0.22399999999999998,0.204,0.489,0.0,6.67,60.0,0.0,0.11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
倉　義和,0,38.0,16.0,179.0,80.0,3300.0,0.23399999999999999,39.0,75.0,64.0,4.0,15.0,2.0,1.0,0.0,19.0,4.0,0.0,0.0,3.0,0.0,6.0,0.0,2.0,14.0,1.0,0.319,0.297,0.616,0.418,0.218,0.063,0.085,6.49,3.31,6.43,3.28,0.28300000000000003,0.156,0.54,0.0,5.36,12.5,0.0,0.43,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ルイス,0,33.0,1.0,188.0,93.0,4000.0,0.268,79.0,300.0,265.0,36.0,71.0,19.0,0.0,4.0,102.0,20.0,12.0,3.0,0.0,1.0,31.0,0.0,3.0,73.0,7.0,0.35,0.385,0.735,0.478,0.254,0.11699999999999999,0.08199999999999999,36.94,4.87,35.94,4.73,0.354,0.268,0.711,66.25,4.11,9.68,6.0,0.42,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
土生　翔平,0,24.0,2.0,180.0,81.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
迎　祐一郎,0,32.0,14.0,180.0,79.0,1100.0,0.217,42.0,67.0,60.0,7.0,13.0,3.0,1.0,0.0,18.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,12.0,2.0,0.262,0.3,0.562,0.36200000000000004,0.193,0.083,0.045,4.4,2.28,4.62,2.4,0.255,0.16699999999999998,0.469,0.0,5.58,16.75,0.0,0.33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
松本　高明,0,29.0,11.0,177.0,73.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
天谷　宗一郎,0,30.0,12.0,178.0,83.0,3000.0,0.20800000000000002,34.0,62.0,53.0,5.0,11.0,1.0,0.0,0.0,12.0,1.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,15.0,0.0,0.32299999999999995,0.226,0.5489999999999999,0.39799999999999996,0.20199999999999999,0.019,0.115,4.89,3.07,5.1,3.2,0.289,0.226,0.535,0.0,4.13,6.89,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
鈴木　将光,0,26.0,8.0,182.0,82.0,600.0,0.125,5.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.125,0.125,0.25,0.16699999999999998,0.08800000000000001,0.0,0.0,-0.16,-0.53,-0.11,-0.37,0.14300000000000002,0.0,0.14300000000000002,0.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
鈴木　誠也,0,19.0,1.0,181.0,83.0,600.0,0.083,11.0,14.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.214,0.083,0.298,0.242,0.11699999999999999,0.0,0.131,-0.31,-0.7,-0.19,-0.43,0.091,0.083,0.25,0.0,14.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
庄司　隼人,0,22.0,4.0,175.0,70.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
エルドレッド,0,33.0,2.0,196.0,122.0,6850.0,0.247,66.0,260.0,235.0,24.0,58.0,11.0,0.0,13.0,108.0,32.0,3.0,0.0,0.0,1.0,20.0,1.0,4.0,73.0,6.0,0.315,0.46,0.775,0.469,0.257,0.213,0.069,33.59,4.93,33.89,4.97,0.3,0.311,0.738,18.08,3.56,13.0,4.88,0.27,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
美間　優槻,0,19.0,1.0,177.0,80.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
安部　友裕,0,24.0,6.0,181.0,80.0,950.0,0.22,75.0,142.0,123.0,13.0,27.0,4.0,0.0,1.0,34.0,8.0,5.0,2.0,6.0,1.0,12.0,0.0,0.0,31.0,1.0,0.287,0.276,0.563,0.379,0.198,0.057,0.067,10.51,2.68,11.01,2.8,0.265,0.179,0.495,123.0,4.58,11.83,1.67,0.39,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
磯村　嘉孝,0,21.0,3.0,178.0,82.0,550.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33299999999999996,0.0,0.33299999999999996,0.33299999999999996,0.15,0.0,0.33299999999999996,0.1,1.39,0.15,2.03,0.0,0.5,0.5,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
丸　佳浩,0,24.0,6.0,177.0,80.0,2300.0,0.273,140.0,601.0,506.0,82.0,138.0,25.0,5.0,14.0,215.0,58.0,29.0,15.0,5.0,4.0,85.0,5.0,1.0,103.0,6.0,0.376,0.425,0.8009999999999999,0.517,0.275,0.152,0.10300000000000001,85.93,5.83,85.09,5.77,0.312,0.348,0.81,36.14,5.83,7.07,18.88,0.83,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
會澤　翼,0,25.0,7.0,177.0,80.0,800.0,0.188,31.0,68.0,64.0,6.0,12.0,1.0,0.0,3.0,22.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,1.0,0.235,0.344,0.579,0.35,0.192,0.156,0.048,4.75,2.42,5.21,2.65,0.209,0.21899999999999997,0.491,21.33,3.78,17.0,0.0,0.22,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
木村　昇吾,0,33.0,11.0,182.0,77.0,2800.0,0.325,62.0,133.0,114.0,15.0,37.0,1.0,0.0,1.0,41.0,12.0,3.0,2.0,7.0,0.0,12.0,0.0,0.0,18.0,2.0,0.389,0.36,0.7490000000000001,0.509,0.265,0.035,0.064,16.67,5.12,16.11,4.94,0.353,0.149,0.667,114.0,7.39,11.08,1.5,0.67,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
申　成鉉,0,23.0,5.0,183.0,85.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ニック,0,31.0,2.0,188.0,109.0,2000.0,0.154,14.0,40.0,39.0,2.0,6.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,3.0,0.175,0.231,0.406,0.252,0.136,0.077,0.021,-0.21,-0.16,0.09,0.07,0.20800000000000002,0.10300000000000001,0.278,39.0,2.86,40.0,0.0,0.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
中村　憲,0,24.0,6.0,186.0,85.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
上本　崇司,0,24.0,2.0,170.0,71.0,1030.0,0.28600000000000003,18.0,8.0,7.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.375,0.28600000000000003,0.6609999999999999,0.47,0.24,0.0,0.08900000000000001,0.88,4.74,0.87,4.7,0.4,0.14300000000000002,0.6,0.0,4.0,8.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
中東　直己,0,33.0,8.0,168.0,73.0,1200.0,0.23800000000000002,86.0,87.0,80.0,10.0,19.0,2.0,0.0,1.0,24.0,7.0,4.0,2.0,1.0,1.0,4.0,0.0,1.0,9.0,1.0,0.27899999999999997,0.3,0.579,0.379,0.201,0.063,0.042,6.71,2.74,7.14,2.92,0.25,0.138,0.484,80.0,9.67,21.75,1.6,0.44,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
東出　輝裕,0,34.0,16.0,171.0,75.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
小窪　哲也,0,29.0,7.0,175.0,80.0,1480.0,0.317,78.0,182.0,161.0,13.0,51.0,9.0,0.0,3.0,69.0,30.0,1.0,0.0,4.0,3.0,12.0,0.0,2.0,15.0,1.0,0.365,0.429,0.794,0.508,0.271,0.11199999999999999,0.048,26.53,6.07,26.12,5.98,0.32,0.193,0.757,53.67,12.13,15.17,1.5,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
栗原　健太,0,32.0,15.0,183.0,97.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
梵　英心,0,34.0,9.0,173.0,76.0,10000.0,0.26899999999999996,114.0,416.0,353.0,43.0,95.0,16.0,3.0,8.0,141.0,41.0,7.0,8.0,17.0,2.0,39.0,0.0,5.0,57.0,14.0,0.348,0.39899999999999997,0.748,0.48200000000000004,0.257,0.13,0.079,46.64,4.21,46.38,4.19,0.28300000000000003,0.23800000000000002,0.657,44.13,7.3,10.67,7.47,0.68,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
堂林　翔太,0,23.0,5.0,183.0,83.0,2000.0,0.24600000000000002,93.0,330.0,284.0,37.0,70.0,12.0,1.0,8.0,108.0,28.0,1.0,1.0,5.0,3.0,32.0,0.0,6.0,87.0,3.0,0.332,0.38,0.713,0.45899999999999996,0.245,0.134,0.086,37.91,4.53,38.72,4.63,0.315,0.24600000000000002,0.67,35.5,3.79,10.31,1.78,0.37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
丸　佳浩,1,25.0,7.0,177.0,90.0,5100.0,0.31,144.0,644.0,536.0,106.0,166.0,30.0,5.0,19.0,263.0,67.0,26.0,11.0,0.0,4.0,100.0,3.0,4.0,95.0,12.0,0.419,0.491,0.91,0.583,0.311,0.18100000000000002,0.11,112.56,7.66,109.39,7.44,0.345,0.396,0.972,28.21,6.78,6.44,21.96,1.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
岩本　貴裕,0,28.0,6.0,182.0,96.0,2000.0,0.192,39.0,55.0,52.0,5.0,10.0,0.0,1.0,2.0,18.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,3.0,0.218,0.34600000000000003,0.564,0.33399999999999996,0.185,0.154,0.026000000000000002,2.84,1.67,3.5,2.05,0.195,0.192,0.444,26.0,5.5,27.5,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
キラ,0,30.0,2.0,193.0,105.0,10300.0,0.257,88.0,335.0,288.0,25.0,74.0,13.0,0.0,11.0,120.0,40.0,0.0,0.0,0.0,2.0,41.0,0.0,4.0,85.0,4.0,0.355,0.41700000000000004,0.772,0.494,0.264,0.16,0.098,44.52,5.46,44.82,5.5,0.325,0.302,0.757,26.18,3.94,8.17,0.0,0.48,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
高橋　大樹,0,20.0,2.0,181.0,85.0,700.0,0.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,-2.81,-0.56,-2.52,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
廣瀬　純,0,35.0,14.0,181.0,85.0,6000.0,0.23399999999999999,60.0,148.0,124.0,11.0,29.0,7.0,0.0,2.0,42.0,14.0,0.0,2.0,2.0,4.0,17.0,0.0,1.0,23.0,6.0,0.322,0.33899999999999997,0.6609999999999999,0.435,0.23,0.105,0.08800000000000001,12.75,3.16,14.01,3.47,0.257,0.226,0.563,62.0,6.43,8.71,0.0,0.74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
上村　和裕,0,31.0,14.0,178.0,88.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
石原　慶幸,0,35.0,13.0,177.0,90.0,10000.0,0.192,80.0,223.0,193.0,17.0,37.0,8.0,0.0,4.0,57.0,19.0,1.0,2.0,8.0,0.0,21.0,4.0,1.0,43.0,6.0,0.27399999999999997,0.295,0.57,0.373,0.19699999999999998,0.10400000000000001,0.083,14.07,2.21,14.4,2.26,0.214,0.207,0.47600000000000003,48.25,5.19,10.62,1.6,0.49,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
白濱　裕太,0,29.0,11.0,180.0,92.0,750.0,0.161,30.0,71.0,62.0,4.0,10.0,1.0,0.0,1.0,14.0,1.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,17.0,0.0,0.22399999999999998,0.226,0.45,0.299,0.157,0.065,0.063,2.45,1.16,2.88,1.36,0.188,0.129,0.34,62.0,4.18,14.2,0.0,0.29,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
菊池　涼介,0,24.0,3.0,171.0,69.0,3900.0,0.325,144.0,654.0,579.0,88.0,188.0,39.0,2.0,11.0,264.0,58.0,23.0,10.0,43.0,5.0,24.0,0.0,3.0,79.0,9.0,0.35200000000000004,0.456,0.8079999999999999,0.504,0.272,0.131,0.027000000000000003,92.57,5.46,88.54,5.22,0.33,0.195,0.741,52.64,8.28,27.25,14.88,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
下水流　昂,0,26.0,2.0,178.0,88.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
松山　竜平,0,29.0,7.0,176.0,95.0,2200.0,0.318,80.0,250.0,233.0,26.0,74.0,9.0,1.0,7.0,106.0,34.0,0.0,1.0,0.0,1.0,14.0,1.0,2.0,29.0,7.0,0.36,0.455,0.815,0.512,0.276,0.13699999999999998,0.042,35.62,5.72,34.37,5.52,0.33799999999999997,0.193,0.725,33.29,8.62,17.86,0.0,0.48,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
赤松　真人,0,32.0,10.0,182.0,75.0,2800.0,0.214,74.0,32.0,28.0,25.0,6.0,2.0,0.0,0.0,8.0,4.0,12.0,5.0,2.0,0.0,1.0,0.0,1.0,8.0,0.0,0.267,0.28600000000000003,0.552,0.36200000000000004,0.191,0.071,0.052000000000000005,2.52,2.34,2.72,2.53,0.273,0.35700000000000004,0.63,0.0,4.0,32.0,0.0,0.13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
倉　義和,0,39.0,17.0,179.0,90.0,3300.0,0.09300000000000001,26.0,50.0,43.0,1.0,4.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,14.0,1.0,0.17,0.163,0.33299999999999996,0.22399999999999998,0.11699999999999999,0.07,0.077,-0.07,-0.04,0.34,0.21,0.09699999999999999,0.11599999999999999,0.275,43.0,3.57,25.0,0.0,0.14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
土生　翔平,0,25.0,3.0,180.0,87.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
迎　祐一郎,0,33.0,15.0,180.0,81.0,1100.0,0.125,4.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.125,0.125,0.25,0.16699999999999998,0.08800000000000001,0.0,0.0,-0.21,-0.82,-0.15,-0.58,0.2,0.0,0.14300000000000002,0.0,2.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
松本　高明,0,30.0,12.0,177.0,76.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
天谷　宗一郎,0,31.0,13.0,178.0,87.0,2400.0,0.315,59.0,128.0,111.0,20.0,35.0,4.0,2.0,3.0,52.0,6.0,4.0,3.0,0.0,0.0,16.0,2.0,1.0,27.0,0.0,0.406,0.46799999999999997,0.875,0.562,0.3,0.153,0.091,21.52,7.35,20.58,7.03,0.395,0.306,0.8859999999999999,37.0,4.74,8.0,3.43,0.59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
鈴木　将光,0,27.0,9.0,182.0,85.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
鈴木　誠也,0,20.0,2.0,181.0,87.0,650.0,0.344,36.0,68.0,64.0,6.0,22.0,7.0,0.0,1.0,32.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,2.0,0.382,0.5,0.882,0.5489999999999999,0.297,0.156,0.039,11.19,6.86,10.22,6.27,0.42,0.21899999999999997,0.818,64.0,5.23,17.0,0.0,0.31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
庄司　隼人,0,23.0,5.0,175.0,76.0,550.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-2.7,-0.09,-2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
エルドレッド,0,34.0,3.0,196.0,122.0,5100.0,0.26,118.0,505.0,454.0,71.0,118.0,18.0,0.0,37.0,247.0,104.0,2.0,0.0,0.0,3.0,41.0,3.0,7.0,169.0,8.0,0.32899999999999996,0.544,0.873,0.51,0.284,0.284,0.069,79.72,6.2,80.71,6.28,0.32299999999999995,0.379,0.863,12.27,2.99,12.32,3.79,0.24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
美間　優槻,0,20.0,2.0,177.0,90.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
安部　友裕,0,25.0,7.0,181.0,81.0,1050.0,0.33299999999999996,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.667,0.444,0.233,0.0,0.0,0.34,4.55,0.32,4.32,0.33299999999999996,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
磯村　嘉孝,0,22.0,4.0,178.0,89.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
田中　広輔,0,25.0,1.0,171.0,81.0,1100.0,0.292,110.0,333.0,295.0,44.0,86.0,11.0,2.0,9.0,128.0,34.0,10.0,3.0,5.0,5.0,24.0,0.0,4.0,68.0,6.0,0.348,0.434,0.7809999999999999,0.4920000000000001,0.265,0.142,0.055999999999999994,45.43,5.38,45.8,5.42,0.33799999999999997,0.247,0.748,32.78,4.9,13.88,9.47,0.35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
會澤　翼,0,26.0,8.0,177.0,91.0,900.0,0.307,65.0,200.0,179.0,25.0,55.0,9.0,0.0,10.0,94.0,30.0,0.0,1.0,1.0,2.0,16.0,5.0,2.0,28.0,6.0,0.3670000000000001,0.525,0.892,0.542,0.29600000000000004,0.218,0.06,32.16,6.48,31.41,6.33,0.313,0.302,0.847,17.9,7.14,12.5,0.0,0.57,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
木村　昇吾,0,34.0,12.0,182.0,78.0,3100.0,0.261,101.0,253.0,238.0,25.0,62.0,6.0,3.0,1.0,77.0,13.0,4.0,2.0,7.0,1.0,4.0,1.0,3.0,57.0,3.0,0.28,0.324,0.604,0.38799999999999996,0.207,0.063,0.02,20.77,2.97,20.49,2.93,0.324,0.08800000000000001,0.475,238.0,4.44,63.25,1.6,0.07,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ロサリオ,0,25.0,1.0,186.0,100.0,1020.0,0.336,69.0,264.0,238.0,32.0,80.0,13.0,2.0,14.0,139.0,49.0,1.0,2.0,0.0,2.0,23.0,0.0,1.0,58.0,8.0,0.39399999999999996,0.584,0.978,0.589,0.32299999999999995,0.248,0.057999999999999996,49.4,7.85,47.9,7.61,0.39299999999999996,0.34,0.9640000000000001,17.0,4.55,11.48,1.87,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
中村　憲,0,25.0,7.0,186.0,90.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
中東　直己,0,34.0,9.0,168.0,73.0,1400.0,0.0,9.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,-1.8,-0.24,-1.62,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
上本　崇司,0,25.0,3.0,170.0,71.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
東出　輝裕,0,35.0,17.0,171.0,75.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
